timestamp,x1,y1,x2,y2
15.850042,0.470234,9.615922,-55.177280,-320.253479
15.900043,0.457578,9.646256,-51.000755,-321.263794
15.950043,0.444885,9.676371,-46.811970,-322.201416
16.000042,0.432157,9.706264,-42.611881,-323.066345
16.050041,0.419398,9.735938,-38.401443,-323.858582
16.100040,0.406611,9.765391,-34.181602,-324.578156
16.150040,0.393798,9.794624,-29.953308,-325.225098
16.200039,0.380962,9.823637,-25.717501,-325.799377
16.250038,0.368106,9.852430,-21.475115,-326.301056
16.300037,0.355233,9.881003,-17.227085,-326.730164
16.350037,0.342346,9.909357,-12.974342,-327.086731
16.400036,0.329448,9.937490,-8.717812,-327.370758
16.450035,0.316540,9.965405,-4.458416,-327.582336
16.500034,0.303627,9.993099,-0.197079,-327.721466
16.550034,0.290711,10.020575,4.065283,-327.788208
16.600033,0.277795,10.047831,8.327751,-327.782623
16.650032,0.264880,10.074867,12.589413,-327.704742
16.700031,0.251971,10.101686,16.849352,-327.554657
16.750031,0.239071,10.128284,21.106659,-327.332397
16.800030,0.226180,10.154665,25.360422,-327.038025
16.850029,0.213304,10.180827,29.609732,-326.671631
16.900028,0.200443,10.206772,33.853676,-326.233276
16.950027,0.187602,10.232498,38.091347,-325.723053
17.000027,0.174782,10.258007,42.321838,-325.141022
17.050026,0.161987,10.283298,46.544235,-324.487274
17.100025,0.149219,10.308373,50.757633,-323.761871
17.150024,0.136481,10.333231,54.961117,-322.964935
17.200024,0.123776,10.357872,59.153778,-322.096558
17.250023,0.111107,10.382298,63.334702,-321.156830
17.300022,0.098476,10.406507,67.502975,-320.145844
17.350021,0.085886,10.430500,71.657684,-319.063721
17.400021,0.073340,10.454278,75.797905,-317.910553
17.450020,0.060840,10.477841,79.922722,-316.686493
17.500019,0.048390,10.501190,84.031219,-315.391632
17.550018,0.035992,10.524325,88.122467,-314.026093
17.600018,0.023650,10.547246,92.195534,-312.590027
17.650017,0.011365,10.569954,96.249489,-311.083557
17.700016,-0.000859,10.592448,100.283409,-309.506836
17.750015,-0.013019,10.614731,104.296349,-307.859985
17.800014,-0.025113,10.636801,108.287369,-306.143188
17.850014,-0.037138,10.658660,112.255524,-304.356567
17.900013,-0.049091,10.680307,116.199860,-302.500305
17.950012,-0.060968,10.701744,120.119431,-300.574554
18.000011,-0.072768,10.722971,124.013275,-298.579498
18.050011,-0.084486,10.743989,127.880432,-296.515320
18.100010,-0.096121,10.764798,131.719925,-294.382202
18.150009,-0.107669,10.785398,135.530792,-292.180328
18.200008,-0.119128,10.805791,139.312057,-289.909912
18.250008,-0.130493,10.825976,143.062714,-287.571167
18.300007,-0.141763,10.845956,146.781784,-285.164276
18.350006,-0.152934,10.865729,150.468277,-282.689514
18.400005,-0.164004,10.885298,154.121185,-280.147064
18.450005,-0.174968,10.904662,157.739502,-277.537201
18.500004,-0.185825,10.923822,161.322205,-274.860168
18.550003,-0.196571,10.942780,164.868271,-272.116211
18.600002,-0.207202,10.961536,168.376663,-269.305603
18.650002,-0.217716,10.980091,171.846344,-266.428619
18.700001,-0.228110,10.998446,175.276276,-263.485535
18.750000,-0.238380,11.016601,178.665405,-260.476654
18.799999,-0.248523,11.034557,182.012665,-257.402283
18.849998,-0.258536,11.052317,185.316986,-254.262756
18.899998,-0.268416,11.069880,188.577286,-251.058395
18.949997,-0.278159,11.087247,191.792480,-247.789551
18.999996,-0.287762,11.104420,194.961472,-244.456573
19.049995,-0.297222,11.121399,198.083145,-241.059830
19.099995,-0.306535,11.138186,201.156403,-237.599701
19.149994,-0.315697,11.154783,204.180115,-234.076599
19.199993,-0.324707,11.171190,207.153137,-230.490921
19.249992,-0.333559,11.187409,210.074341,-226.843094
19.299992,-0.342250,11.203442,212.942566,-223.133575
19.349991,-0.350778,11.219288,215.756668,-219.362808
19.399990,-0.359138,11.234950,218.515457,-215.531281
19.449989,-0.367327,11.250429,221.217758,-211.639465
19.499989,-0.375341,11.265727,223.862381,-207.687897
19.549988,-0.383176,11.280846,226.448120,-203.677094
19.599987,-0.390830,11.295787,228.973755,-199.607620
19.649986,-0.398297,11.310552,231.438080,-195.480026
19.699986,-0.405575,11.325142,233.839844,-191.294922
19.749985,-0.412660,11.339561,236.177826,-187.052917
19.799984,-0.419548,11.353808,238.450760,-182.754654
19.849983,-0.426235,11.367887,240.657379,-178.400787
19.899982,-0.432717,11.381801,242.796417,-173.992004
19.949982,-0.438990,11.395549,244.866592,-169.529007
19.999981,-0.445050,11.409135,246.866608,-165.012543
20.049980,-0.450895,11.422562,248.795166,-160.443359
20.099979,-0.456518,11.435831,250.650940,-155.822266
20.149979,-0.461917,11.448946,252.432617,-151.150085
20.199978,-0.467088,11.461908,254.138870,-146.427658
20.249977,-0.472025,11.474721,255.768356,-141.655869
20.299976,-0.476727,11.487387,257.319733,-136.835648
20.349976,-0.481187,11.499908,258.791626,-131.967926
20.399975,-0.485402,11.512290,260.182678,-127.053696
20.449974,-0.489368,11.524533,261.491516,-122.093971
20.499973,-0.493081,11.536642,262.716766,-117.089813
20.549973,-0.496537,11.548619,263.857056,-112.042313
20.599972,-0.499730,11.560469,264.910980,-106.952606
20.649971,-0.502658,11.572194,265.877136,-101.821869
20.699970,-0.505315,11.583798,266.754120,-96.651321
20.749969,-0.507699,11.595286,267.540527,-91.442223
20.799969,-0.509803,11.606661,268.234985,-86.195877
20.849968,-0.511624,11.617927,268.836060,-80.913635
20.899967,-0.513159,11.629088,269.342346,-75.596901
20.949966,-0.514401,11.640150,269.752441,-70.247116
20.999966,-0.515348,11.651115,270.064941,-64.865784
21.049965,-0.515995,11.661990,270.278412,-59.454456
21.099964,-0.516338,11.672779,270.391479,-54.014736
21.149963,-0.516372,11.683487,270.402771,-48.548283
21.199963,-0.516094,11.694118,270.310883,-43.056808
21.249962,-0.515498,11.704680,270.114441,-37.542091
21.299961,-0.514582,11.715177,269.812073,-32.005962
21.349960,-0.513341,11.725614,269.402435,-26.450312
21.399960,-0.511770,11.735998,268.884186,-20.877096
21.449959,-0.509867,11.746335,268.256012,-15.288333
21.499958,-0.507626,11.756631,267.516632,-9.686105
21.549957,-0.505045,11.766892,266.664734,-4.072561
21.599957,-0.502119,11.777127,265.699097,1.550084
21.649956,-0.498844,11.787341,264.618469,7.179544
21.699955,-0.495217,11.797542,263.421692,12.813468
21.749954,-0.491235,11.807735,262.107605,18.449430
21.799953,-0.486894,11.817931,260.675049,24.084936
21.849953,-0.482191,11.828135,259.122986,29.717419
21.899952,-0.477122,11.838357,257.450348,35.344238
21.949951,-0.471686,11.848604,255.656174,40.962685
